CI Name (aff);CI Type (aff);CI Subtype (aff);Service Component WBS (aff);Incident ID;Status;Impact;Urgency;Priority;Category;KM number;Alert Status;# Reassignments;Open Time;Reopen Time;Resolved Time;Close Time;Handle Time (Hours);Closure Code;# Related Interactions;Related Interaction;# Related Incidents;# Related Changes;Related Change;CI Name (CBy);CI Type (CBy);CI Subtype (CBy);ServiceComp WBS (CBy);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000113;Closed;4;4;4;incident;KM0000611;closed;8;07/05/2013 15:12:56;;05/12/2013 11:15:55;05/12/2013 11:16:27;609,4080556;Other;1;SD0000142;1;;;SUB000508;subapplication;Web Based Application;WBS000162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0000114;Closed;5;5;5;request for information;KM0001116;closed;8;10/05/2013 11:04:12;10/10/2013 14:48:21;21/10/2013 11:48:50;21/10/2013 11:48:53;199,8261111;Other;2;#MULTIVALUE;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000115;Closed;3;3;3;incident;KM0000611;closed;2;13/05/2013 11:19:59;;12/11/2013 13:38:56;12/11/2013 13:39:00;33,70972222;Other;1;SD0000145;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000024;application;Web Based Application;WBS000027;IM0000117;Closed;4;4;4;incident;KM0001424;closed;7;15/05/2013 12:34:27;05/03/2014 08:34:13;05/03/2014 08:34:32;05/03/2014 08:34:36;50,13388889;Software;2;#MULTIVALUE;;;;WSR000393;computer;Windows Server;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000765;application;Server Based Application;WBS000300;IM0000120;Closed;3;3;3;incident;KM0001274;closed;6;22/05/2013 00:42:46;22/05/2013 15:27:10;;17/01/2014 15:00:52;1775,911667;Unknown;1;SD0000149;;;;SBA000765;application;Server Based Application;WBS000300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000121;Closed;4;4;4;incident;KM0000611;closed;2;22/05/2013 10:09:12;;12/11/2013 13:36:54;12/11/2013 13:36:58;1305,462778;Other;1;SD0000150;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000834;application;Server Based Application;WBS000223;IM0000122;Closed;4;4;4;incident;KM0000979;closed;22;22/05/2013 11:21:46;12/08/2013 10:16:12;;14/10/2013 14:15:13;825,1083333;Other;7;#MULTIVALUE;;;;SBA000834;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000123;Closed;5;5;5;incident;KM0000611;closed;10;22/05/2013 12:01:05;;12/11/2013 14:06:18;12/11/2013 14:06:22;1304,083889;Other;1;SD0000151;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000124;Closed;4;4;4;incident;KM0000611;closed;4;22/05/2013 14:15:19;;12/11/2013 14:05:00;12/11/2013 14:05:03;1301,827778;Unknown;1;SD0000153;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000176;application;Server Based Application;WBS000311;IM0000125;Closed;3;3;3;incident;KM0001274;closed;3;23/05/2013 10:48:28;;10/10/2013 14:48:30;10/10/2013 14:49:04;5,129722222;Other;1;SD0000152;;;;STA000049;application;Standard Application;WBS000316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000126;Closed;4;4;4;incident;KM0000611;closed;2;23/05/2013 14:38:44;;12/11/2013 13:37:41;12/11/2013 13:37:45;1290,483611;Other;1;SD0000155;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000782;application;Server Based Application;WBS000043;IM0000127;Closed;3;3;3;incident;KM0001763;closed;1;24/05/2013 08:05:23;;17/10/2013 14:23:36;17/10/2013 14:23:40;1098,304722;Other;3;#MULTIVALUE;;;;SBA000782;application;Server Based Application;WBS000043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000094;application;Web Based Application;WBS000073;IM0000128;Closed;4;4;4;incident;KM0001732;closed;0;24/05/2013 09:34:42;27/06/2013 14:56:43;05/12/2013 08:27:23;05/12/2013 08:28:36;1456,698056;Other;3;#MULTIVALUE;;;;WBA000094;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000301;application;Server Based Application;WBS000142;IM0000129;Closed;4;4;4;request for information;KM0000647;closed;10;27/05/2013 10:44:58;;16/01/2014 15:12:15;16/01/2014 15:12:54;76,28972222;Software;1;SD0000156;;;;SBA000301;application;Server Based Application;WBS000142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000508;subapplication;Web Based Application;WBS000162;IM0000130;Closed;4;4;4;incident;KM0000553;closed;2;27/05/2013 15:38:25;;12/11/2013 13:41:13;12/11/2013 13:41:16;1268,5475;Other;1;SD0000157;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000480;application;Server Based Application;WBS000109;IM0000131;Closed;5;5;5;incident;KM0000530;closed;5;27/05/2013 16:28:37;20/06/2013 14:23:19;05/11/2013 10:36:48;05/11/2013 10:36:50;996,6208333;No error - works as designed;1;SD0000158;;;;SBA000540;application;Server Based Application;WBS000062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000003;application;SAP;WBS000271;IM0000132;Closed;5;5;5;request for information;KM0001163;closed;12;29/05/2013 09:15:47;;10/10/2013 13:40:06;10/10/2013 13:40:54;367,6269444;Software;1;SD0000160;;;;SAP000003;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0000133;Closed;5;5;5;request for information;KM0001112;closed;6;30/05/2013 14:28:21;25/10/2013 11:29:00;05/11/2013 15:15:16;05/11/2013 15:15:19;83,24694444;Other;2;#MULTIVALUE;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000082;application;Web Based Application;WBS000055;IM0000134;Closed;3;3;3;incident;KM0000401;closed;2;31/05/2013 09:20:53;;12/11/2013 13:42:19;12/11/2013 13:43:15;1,071944444;Other;1;SD0000162;;;;WBA000082;application;Web Based Application;WBS000055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000508;subapplication;Web Based Application;WBS000162;IM0000135;Closed;4;4;4;incident;KM0000553;closed;4;03/06/2013 10:09:41;;12/11/2013 13:47:17;12/11/2013 13:47:26;1221,629167;Other;1;SD0000163;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000082;application;Web Based Application;WBS000055;IM0000136;Closed;4;4;4;incident;KM0000401;closed;2;04/06/2013 09:25:00;;12/11/2013 13:38:09;12/11/2013 13:38:46;1211,729444;Other;1;SD0000164;;;;WBA000082;application;Web Based Application;WBS000055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000137;Closed;4;4;4;incident;KM0000611;closed;2;04/06/2013 10:00:07;;12/11/2013 13:42:54;12/11/2013 13:42:58;1211,214167;Other;1;SD0000165;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000045;application;Server Based Application;WBS000170;IM0000139;Closed;4;4;4;incident;KM0000565;closed;3;04/06/2013 16:13:59;;29/01/2014 10:47:29;29/01/2014 10:47:32;7,320833333;Unknown;2;#MULTIVALUE;1;;;SBA000045;application;Server Based Application;WBS000170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000545;subapplication;Web Based Application;WBS000073;IM0000140;Closed;5;5;5;incident;KM0000795;closed;1;05/06/2013 08:24:32;;20/11/2013 16:43:38;20/11/2013 16:43:41;1268,319167;Software;1;SD0000169;;;;SUB000545;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000004;application;SAP;WBS000271;IM0000142;Closed;5;5;5;request for information;KM0001269;closed;15;06/06/2013 08:54:32;13/09/2013 11:33:51;23/10/2013 17:21:12;23/10/2013 17:21:18;630,1172222;Questions;2;#MULTIVALUE;;;;SAP000004;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000834;application;Server Based Application;WBS000223;IM0000143;Closed;4;4;4;incident;KM0001509;closed;6;06/06/2013 11:14:44;10/06/2013 12:22:38;04/12/2013 14:54:06;04/12/2013 14:54:13;1320,549722;Operator error;4;#MULTIVALUE;;;;SBA000834;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000133;application;Web Based Application;WBS000073;IM0000145;Closed;4;5;4;incident;KM0000711;closed;15;10/06/2013 08:53:20;;15/11/2013 15:27:25;15/11/2013 15:27:28;701,4891667;Unknown;1;SD0000171;;;;WBA000133;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STA000033;application;Standard Application;WBS000066;IM0000146;Closed;3;3;3;incident;KM0000575;closed;3;10/06/2013 13:00:00;;29/01/2014 14:30:50;29/01/2014 14:31:08;1575,072222;Other;1;SD0000173;;;;STA000033;application;Standard Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000082;application;Web Based Application;WBS000055;IM0000147;Closed;4;4;4;incident;KM0000401;closed;26;10/06/2013 16:33:24;;12/11/2013 14:18:46;12/11/2013 14:18:59;1163,259722;No error - works as designed;1;SD0000175;;;;WBA000082;application;Web Based Application;WBS000055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000148;Closed;4;4;4;incident;KM0000611;closed;2;10/06/2013 16:44:03;;12/11/2013 13:42:42;12/11/2013 13:43:03;1162,483333;Other;1;SD0000176;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000149;Closed;4;4;4;incident;KM0000611;closed;5;11/06/2013 10:28:37;10/10/2013 15:06:33;16/10/2013 14:09:11;16/10/2013 14:09:14;312,0383333;Software;2;#MULTIVALUE;;;;WBA000144;application;Web Based Application;WBS000318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000782;application;Server Based Application;WBS000043;IM0000151;Closed;3;3;3;incident;KM0001763;closed;1;11/06/2013 16:17:42;;17/10/2013 15:03:39;17/10/2013 15:03:42;964,7666667;Other;1;SD0000177;;;;SBA000782;application;Server Based Application;WBS000043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000152;Closed;4;4;4;incident;KM0000611;closed;7;12/06/2013 16:48:26;;12/11/2013 14:05:14;12/11/2013 14:05:30;1140,922778;Other;1;SD0000180;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000153;Closed;4;4;4;incident;KM0000611;closed;2;12/06/2013 14:57:57;;12/11/2013 13:44:42;12/11/2013 13:44:47;1143,280556;Other;1;SD0000179;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000465;subapplication;Web Based Application;WBS000073;IM0000154;Closed;4;4;4;incident;KM0000778;closed;2;13/06/2013 10:23:53;;04/11/2013 14:00:21;04/11/2013 14:01:08;1074,620833;Unknown;5;#MULTIVALUE;;;;SUB000465;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000782;application;Server Based Application;WBS000043;IM0000155;Closed;3;3;3;incident;KM0001763;closed;1;13/06/2013 10:42:25;;09/12/2013 15:05:51;09/12/2013 15:05:55;1337,891667;Other;1;SD0000182;;;;SBA000782;application;Server Based Application;WBS000043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000003;application;SAP;WBS000271;IM0000156;Closed;5;5;5;incident;KM0001163;closed;9;13/06/2013 11:48:57;;18/12/2013 09:09:39;18/12/2013 09:10:14;1229,582222;Other;1;SD0000183;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000834;application;Server Based Application;WBS000223;IM0000157;Closed;5;5;5;incident;KM0000979;closed;2;14/06/2013 13:42:39;;21/11/2013 10:24:44;21/11/2013 10:25:17;1193,710556;Software;2;#MULTIVALUE;;;;SBA000834;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000158;Closed;3;3;3;incident;KM0000611;closed;2;17/06/2013 11:11:08;;12/11/2013 13:46:04;12/11/2013 13:46:07;1115,583056;Other;1;SD0000185;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000082;application;Web Based Application;WBS000055;IM0000159;Closed;4;4;4;incident;KM0000401;closed;4;17/06/2013 14:47:30;;12/11/2013 13:46:40;12/11/2013 13:46:44;1111,987222;Other;1;SD0000186;;;;WBA000082;application;Web Based Application;WBS000055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000160;Closed;5;5;5;request for information;KM0000611;closed;8;18/06/2013 13:44:06;;12/11/2013 14:33:57;12/11/2013 14:33:59;1103,331389;Other;1;SD0000187;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000161;Closed;4;4;4;incident;KM0000611;closed;6;19/06/2013 05:54:15;;08/11/2013 15:06:50;08/11/2013 15:06:58;313,4163889;Software;1;SD0000188;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000077;application;Web Based Application;WBS000153;IM0000162;Closed;5;5;5;incident;KM0000412;closed;0;19/06/2013 15:33:22;;;10/10/2013 17:26:16;458,2819444;Software;4;#MULTIVALUE;;;;CBD001151;computer;Banking Device;WBS000147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WSR001424;computer;Windows Server;WBS000102;IM0000163;Closed;4;4;4;incident;KM0000970;closed;7;19/06/2013 15:46:10;;13/02/2014 15:14:43;13/02/2014 15:14:46;1763,476667;Software;1;SD0000190;;;;WSR001424;computer;Windows Server;WBS000102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000011;application;Web Based Application;WBS000152;IM0000164;Closed;5;5;5;incident;KM0001724;closed;6;20/06/2013 13:01:15;29/01/2014 09:34:29;05/02/2014 07:32:51;05/02/2014 07:33:01;150,8066667;No error - works as designed;2;#MULTIVALUE;;;;WBA000011;application;Web Based Application;WBS000152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000166;Closed;4;4;4;incident;KM0000611;closed;2;24/06/2013 14:43:43;;12/11/2013 13:51:21;12/11/2013 13:51:39;1059,632222;Other;1;SD0000192;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000167;Closed;4;4;4;incident;KM0000611;closed;2;26/06/2013 11:36:24;;12/11/2013 13:47:44;12/11/2013 13:47:58;1041,692778;Other;1;SD0000194;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STA000033;application;Standard Application;WBS000066;IM0000168;Closed;5;5;5;incident;KM0000575;closed;2;26/06/2013 12:09:47;;18/11/2013 09:14:45;18/11/2013 09:15:33;523,7869444;Software;1;SD0000195;2;1;C00006478;STA000033;application;Standard Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000170;Closed;4;4;4;incident;KM0000611;closed;13;27/06/2013 10:11:44;20/01/2014 09:47:50;13/02/2014 15:17:28;13/02/2014 15:17:43;1449,696667;Other;2;#MULTIVALUE;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000508;subapplication;Web Based Application;WBS000162;IM0000171;Closed;3;3;3;incident;KM0000553;closed;6;27/06/2013 10:24:11;;12/11/2013 15:27:14;12/11/2013 15:27:17;629,7088889;Software;1;SD0000198;;;;SUB000508;subapplication;Web Based Application;WBS000162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000172;Closed;4;4;4;incident;KM0000611;closed;4;27/06/2013 12:51:02;;12/11/2013 13:49:44;12/11/2013 13:49:58;1029,982222;Other;1;SD0000199;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000782;application;Server Based Application;WBS000043;IM0000173;Closed;3;3;3;incident;KM0001763;closed;1;28/06/2013 07:52:39;;09/12/2013 15:07:30;09/12/2013 15:08:06;1225,2575;Software;1;SD0000201;;;;SBA000782;application;Server Based Application;WBS000043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000045;application;Server Based Application;WBS000170;IM0000174;Closed;5;5;5;incident;KM0000565;closed;1;28/06/2013 08:42:58;;08/01/2014 15:24:51;08/01/2014 15:24:54;30,28388889;Software;1;SD0000203;;;;SBA000045;application;Server Based Application;WBS000170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000175;Closed;4;4;4;incident;KM0000611;closed;2;28/06/2013 09:11:53;;12/11/2013 14:08:41;12/11/2013 14:09:03;16,37583333;No error - works as designed;1;SD0000202;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000068;subapplication;Server Based Application;WBS000129;IM0000176;Closed;3;3;3;incident;KM0001274;closed;3;28/06/2013 12:06:53;;04/10/2013 13:47:09;04/10/2013 14:23:36;1,871666667;Unknown;1;SD0000204;;;;SUB000068;subapplication;Server Based Application;WBS000129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000177;Closed;4;4;4;incident;KM0000611;closed;2;01/07/2013 11:30:49;;12/11/2013 13:49:01;12/11/2013 13:49:13;1010,306667;Other;1;SD0000205;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000178;Closed;4;4;4;incident;KM0000611;closed;6;01/07/2013 14:25:45;;19/12/2013 11:19:04;19/12/2013 11:19:07;1288,389444;Software;1;SD0000206;;;;SUB000253;subapplication;Server Based Application;WBS000162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000535;subapplication;Web Based Application;WBS000066;IM0000179;Closed;4;4;4;incident;KM0000928;closed;3;02/07/2013 11:22:57;;17/02/2014 12:58:01;17/02/2014 12:58:12;1276,821389;Software;1;SD0000207;;;;SUB000535;subapplication;Web Based Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000180;Closed;4;4;4;incident;KM0000611;closed;10;03/07/2013 14:45:27;;12/11/2013 14:41:06;12/11/2013 14:41:21;986,9316667;Other;1;SD0000209;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000464;application;Server Based Application;WBS000073;IM0000181;Closed;4;4;4;incident;KM0001369;closed;5;04/07/2013 10:06:30;;15/10/2013 14:07:55;15/10/2013 14:07:58;603,6144444;Operator error;3;#MULTIVALUE;;;;SBA000464;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000535;subapplication;Web Based Application;WBS000066;IM0000182;Closed;5;5;5;incident;KM0000928;closed;2;04/07/2013 10:01:31;;02/10/2013 08:10:27;02/10/2013 08:10:30;670,1497222;Software;1;SD0000211;;;;SUB000535;subapplication;Web Based Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000082;application;Web Based Application;WBS000055;IM0000183;Closed;5;5;5;incident;KM0000401;closed;7;04/07/2013 15:27:15;;01/10/2013 16:28:08;01/10/2013 16:28:12;636,1880556;Other;1;SD0000213;;1;C00000778;SBA000540;application;Server Based Application;WBS000062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STA000033;application;Standard Application;WBS000066;IM0000184;Closed;4;4;4;incident;KM0000575;closed;2;05/07/2013 13:35:03;;18/11/2013 09:22:20;18/11/2013 09:24:10;0,2175;Operator error;1;SD0000214;1;2;#MULTIVALUE;STA000033;application;Standard Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STA000033;application;Standard Application;WBS000066;IM0000185;Closed;3;3;3;incident;KM0000575;closed;0;08/07/2013 09:13:56;;04/12/2013 14:25:32;04/12/2013 14:25:51;1128,583056;Other;1;SD0000215;;;;STA000033;application;Standard Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STA000033;application;Standard Application;WBS000066;IM0000186;Closed;5;5;5;incident;KM0000575;closed;2;08/07/2013 09:42:59;;18/11/2013 09:12:27;18/11/2013 09:13:14;570,8625;Software;1;SD0000216;;1;C00006478;STA000033;application;Standard Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0000187;Closed;4;4;4;incident;KM0000592;closed;7;08/07/2013 11:29:49;;18/10/2013 13:30:09;18/10/2013 13:30:13;779,0066667;Other;1;SD0000217;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBA000018;application;Client Based Application;WBS000251;IM0000188;Closed;4;4;4;incident;KM0000655;closed;12;08/07/2013 15:49:40;;15/10/2013 09:26:59;15/10/2013 09:27:04;12,67222222;Unknown;1;SD0000218;;;;STA000049;application;Standard Application;WBS000316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000711;application;Server Based Application;WBS000115;IM0000190;Closed;4;4;4;incident;KM0000891;closed;10;09/07/2013 12:04:05;;08/10/2013 08:40:17;08/10/2013 08:40:35;679,1083333;Software;1;SD0000220;;1;C00002486;SBA000711;application;Server Based Application;WBS000115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000133;application;Web Based Application;WBS000073;IM0000192;Closed;5;5;5;incident;KM0001611;closed;7;09/07/2013 15:43:31;;04/11/2013 08:39:37;04/11/2013 08:39:41;862,3983333;No error - works as designed;1;SD0000222;;;;WBA000133;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000782;application;Server Based Application;WBS000043;IM0000193;Closed;3;3;3;incident;KM0001763;closed;1;09/07/2013 16:18:43;;09/12/2013 14:58:45;09/12/2013 14:58:49;8,525833333;Other;1;SD0000223;;;;SBA000782;application;Server Based Application;WBS000043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000009;application;Web Based Application;WBS000168;IM0000194;Closed;5;5;5;incident;KM0001724;closed;12;10/07/2013 10:59:31;;30/10/2013 12:48:43;30/10/2013 12:48:47;5,047777778;Software;1;SD0000224;;;;WBA000009;application;Web Based Application;WBS000168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STA000033;application;Standard Application;WBS000066;IM0000195;Closed;4;4;4;incident;KM0000575;closed;2;10/07/2013 13:57:43;;18/11/2013 09:18:06;18/11/2013 09:18:40;5,5025;Software;1;SD0000225;1;;;STA000033;application;Standard Application;WBS000066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000196;Closed;4;4;4;incident;KM0000611;closed;2;11/07/2013 09:28:49;;12/11/2013 14:03:36;12/11/2013 14:03:53;928,5844444;Other;1;SD0000226;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000124;application;Web Based Application;WBS000088;IM0000197;Closed;4;4;4;incident;KM0000611;closed;3;11/07/2013 11:20:03;;03/01/2014 11:34:30;03/01/2014 11:34:33;1291,741667;No error - works as designed;1;SD0000227;;;;WBA000124;application;Web Based Application;WBS000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
