CI Name (aff);CI Type (aff);CI Subtype (aff);Service Comp WBS (aff);Interaction ID;Status;Impact;Urgency;Priority;Category;KM number;Open Time (First Touch);Close Time;Closure Code;First Call Resolution;Handle Time (secs);Related Incident
STA000033;application;Standard Application;WBS000066;SD0000173;Closed;3;3;3;incident;KM0000575;10-6-2013 12:57;29-1-2014 14:31;Other;N;145;IM0000146
CBA000014;application;Client Based Application;WBS000073;SD0000174;Closed;4;4;4;incident;KM0001790;10-6-2013 14:00;27-11-2013 14:24;Software;N;615;#MULTIVALUE
WBA000082;application;Web Based Application;WBS000055;SD0000175;Closed;4;4;4;incident;KM0000401;10-6-2013 16:24;12-11-2013 14:19;No error - works as designed;N;535;IM0000147
WBA000124;application;Web Based Application;WBS000088;SD0000176;Closed;4;4;4;incident;KM0000611;10-6-2013 16:37;12-11-2013 13:44;Other;N;418;IM0000148
SBA000782;application;Server Based Application;WBS000043;SD0000177;Closed;3;3;3;incident;KM0001763;11-6-2013 16:15;17-10-2013 15:03;Other;N;136;IM0000151
SBA000462;application;Server Based Application;WBS000073;SD0000178;Closed;4;4;4;incident;KM0001363;11-6-2013 15:13;18-12-2013 11:00;Software;N;903;#MULTIVALUE
WBA000124;application;Web Based Application;WBS000088;SD0000179;Closed;4;4;4;incident;KM0000611;12-6-2013 14:46;12-11-2013 13:45;Other;N;670;IM0000153
WBA000124;application;Web Based Application;WBS000088;SD0000180;Closed;4;4;4;incident;KM0000611;12-6-2013 16:38;12-11-2013 14:06;Other;N;616;IM0000152
SUB000465;subapplication;Web Based Application;WBS000073;SD0000181;Closed;4;4;4;incident;KM0000778;13-6-2013 10:15;4-11-2013 14:01;Unknown;N;506;IM0000154
SBA000782;application;Server Based Application;WBS000043;SD0000182;Closed;3;3;3;incident;KM0001763;13-6-2013 10:29;9-12-2013 15:06;Other;N;768;IM0000155
SAP000003;application;SAP;WBS000271;SD0000183;Closed;5;5;5;incident;KM0001163;13-6-2013 11:43;18-12-2013 9:10;Other;N;297;IM0000156
SBA000834;application;Server Based Application;WBS000223;SD0000184;Closed;5;5;5;incident;KM0000979;14-6-2013 13:38;21-11-2013 10:26;Software;N;223;IM0000157
WBA000124;application;Web Based Application;WBS000088;SD0000185;Closed;3;3;3;incident;KM0000611;17-6-2013 11:01;12-11-2013 13:47;Other;N;547;IM0000158
WBA000082;application;Web Based Application;WBS000055;SD0000186;Closed;4;4;4;incident;KM0000401;17-6-2013 14:39;12-11-2013 13:47;Other;N;457;IM0000159
WBA000124;application;Web Based Application;WBS000088;SD0000187;Closed;4;4;4;incident;KM0000611;18-6-2013 13:37;12-11-2013 14:34;Other;N;368;IM0000160
WBA000124;application;Web Based Application;WBS000088;SD0000188;Closed;4;4;4;incident;KM0000611;19-6-2013 5:45;8-11-2013 15:07;Software;N;517;IM0000161
WBA000077;application;Web Based Application;WBS000153;SD0000189;Closed;5;5;5;incident;KM0000412;19-6-2013 15:27;10-10-2013 17:26;Software;N;335;IM0000162
WSR001424;computer;Windows Server;WBS000102;SD0000190;Closed;4;4;4;incident;KM0000970;19-6-2013 15:39;13-2-2014 15:15;Software;N;419;IM0000163
WBA000122;application;Web Based Application;WBS000298;SD0000191;Closed;4;4;4;incident;KM0001552;21-6-2013 16:04;10-2-2014 10:21;Unknown;N;486;IM0000165
WBA000124;application;Web Based Application;WBS000088;SD0000192;Closed;4;4;4;incident;KM0000611;24-6-2013 14:34;12-11-2013 13:52;Other;N;555;IM0000166
CBA000014;application;Client Based Application;WBS000073;SD0000193;Closed;4;4;4;incident;KM0001790;25-6-2013 11:39;27-11-2013 14:24;Software;N;938;#MULTIVALUE
WBA000124;application;Web Based Application;WBS000088;SD0000194;Closed;4;4;4;incident;KM0000611;26-6-2013 11:32;12-11-2013 13:49;Other;N;220;IM0000167
STA000033;application;Standard Application;WBS000066;SD0000195;Closed;3;3;3;incident;KM0000575;26-6-2013 12:08;18-11-2013 9:15;Software;N;103;IM0000168
WBA000124;application;Web Based Application;WBS000088;SD0000196;Closed;4;4;4;incident;KM0000611;27-6-2013 9:50;13-12-2013 16:14;Software;N;1255;IM0000170
PRN000044;officeelectronics;Printer;WBS000096;SD0000197;Closed;4;4;4;incident;KM0001026;27-6-2013 10:20;6-11-2013 12:00;Software;N;320;IM0000169
SUB000508;subapplication;Web Based Application;WBS000162;SD0000198;Closed;4;4;4;incident;KM0000553;27-6-2013 10:11;12-11-2013 15:28;Software;N;747;IM0000171
WBA000124;application;Web Based Application;WBS000088;SD0000199;Closed;4;4;4;incident;KM0000611;27-6-2013 12:43;12-11-2013 13:50;Other;N;451;IM0000172
WBA000094;application;Web Based Application;WBS000073;SD0000200;Closed;4;2;3;incident;KM0001732;27-6-2013 14:56;5-12-2013 8:28;Other;N;282;IM0000128
SBA000782;application;Server Based Application;WBS000043;SD0000201;Closed;3;3;3;incident;KM0001763;28-6-2013 7:50;9-12-2013 15:09;Software;N;171;IM0000173
WBA000124;application;Web Based Application;WBS000088;SD0000202;Closed;4;4;4;incident;KM0000611;28-6-2013 9:08;12-11-2013 14:10;No error - works as designed;N;210;IM0000175
SBA000045;application;Server Based Application;WBS000170;SD0000203;Closed;5;5;5;incident;KM0000565;28-6-2013 8:41;8-1-2014 15:24;Software;N;77;IM0000174
SUB000068;subapplication;Server Based Application;WBS000129;SD0000204;Closed;3;3;3;incident;KM0001274;28-6-2013 12:01;4-10-2013 14:24;Unknown;N;0;IM0000176
WBA000124;application;Web Based Application;WBS000088;SD0000205;Closed;4;4;4;incident;KM0000611;1-7-2013 11:24;12-11-2013 13:49;Other;N;350;IM0000177
WBA000124;application;Web Based Application;WBS000088;SD0000206;Closed;4;4;4;incident;KM0000611;1-7-2013 14:16;19-12-2013 11:20;Software;N;580;IM0000178
SUB000535;subapplication;Web Based Application;WBS000066;SD0000207;Closed;4;4;4;incident;KM0000928;2-7-2013 11:20;17-2-2014 12:58;Software;N;140;IM0000179
SBA000462;application;Server Based Application;WBS000073;SD0000208;Closed;4;4;4;incident;KM0001363;3-7-2013 11:23;20-11-2013 13:56;Other;N;449;#MULTIVALUE
WBA000124;application;Web Based Application;WBS000088;SD0000209;Closed;4;4;4;incident;KM0000611;3-7-2013 14:32;12-11-2013 14:42;Other;N;756;IM0000180
SBA000464;application;Server Based Application;WBS000073;SD0000210;Closed;4;4;4;incident;KM0001369;4-7-2013 9:56;15-10-2013 14:08;Operator error;N;611;IM0000181
SUB000535;subapplication;Web Based Application;WBS000066;SD0000211;Closed;5;5;5;incident;KM0000928;4-7-2013 10:00;2-10-2013 8:10;Software;N;80;IM0000182
SBA000462;application;Server Based Application;WBS000073;SD0000212;Closed;4;4;4;incident;KM0001865;4-7-2013 10:44;17-12-2013 10:46;Other;N;602;#MULTIVALUE
WBA000082;application;Web Based Application;WBS000055;SD0000213;Closed;4;4;4;incident;KM0000401;4-7-2013 15:24;1-10-2013 16:28;Other;N;139;IM0000183
STA000033;application;Standard Application;WBS000066;SD0000214;Closed;3;3;3;incident;KM0000575;5-7-2013 13:33;18-11-2013 9:24;Operator error;N;79;IM0000184
STA000033;application;Standard Application;WBS000066;SD0000215;Closed;3;3;3;incident;KM0000575;8-7-2013 9:11;4-12-2013 14:26;Other;N;114;IM0000185
STA000033;application;Standard Application;WBS000066;SD0000216;Closed;3;3;3;incident;KM0000575;8-7-2013 9:41;18-11-2013 9:14;Software;N;94;IM0000186
SBA000607;application;Server Based Application;WBS000263;SD0000217;Closed;4;4;4;incident;KM0000592;8-7-2013 11:27;18-10-2013 13:30;Other;N;116;IM0000187
CBA000018;application;Client Based Application;WBS000251;SD0000218;Closed;4;4;4;incident;KM0000655;8-7-2013 15:37;15-10-2013 9:27;Unknown;N;723;IM0000188
SBA000462;application;Server Based Application;WBS000073;SD0000219;Closed;4;4;4;incident;KM0001865;8-7-2013 17:01;18-12-2013 7:52;Software;N;377;IM0000138
SBA000711;application;Server Based Application;WBS000115;SD0000220;Closed;4;4;4;incident;KM0000891;9-7-2013 12:00;8-10-2013 8:41;Software;N;447;IM0000190
SUB000513;subapplication;Web Based Application;WBS000012;SD0000221;Closed;5;5;5;incident;KM0000594;9-7-2013 11:56;4-12-2013 9:11;Other;N;137;IM0000189
SBA000405;application;Server Based Application;WBS000073;SD0000222;Closed;5;5;5;incident;KM0001611;9-7-2013 15:34;4-11-2013 8:40;No error - works as designed;N;548;IM0000192
SBA000782;application;Server Based Application;WBS000043;SD0000223;Closed;3;3;3;incident;KM0001763;9-7-2013 16:12;9-12-2013 15:00;Other;N;369;IM0000193
WBA000009;application;Web Based Application;WBS000168;SD0000224;Closed;3;4;3;incident;KM0001724;10-7-2013 10:53;30-10-2013 12:49;Software;N;0;IM0000194
STA000033;application;Standard Application;WBS000066;SD0000225;Closed;3;3;3;incident;KM0000575;10-7-2013 13:52;18-11-2013 9:18;Software;N;300;IM0000195
WBA000124;application;Web Based Application;WBS000088;SD0000226;Closed;4;4;4;incident;KM0000611;11-7-2013 9:26;12-11-2013 14:04;Other;N;118;IM0000196
WBA000124;application;Web Based Application;WBS000088;SD0000227;Closed;4;4;4;incident;KM0000611;11-7-2013 11:14;3-1-2014 11:35;No error - works as designed;N;312;IM0000197
SBA000782;application;Server Based Application;WBS000043;SD0000228;Closed;3;3;3;incident;KM0001762;11-7-2013 11:47;9-12-2013 14:51;Other;N;85;IM0000199
WBA000124;application;Web Based Application;WBS000088;SD0000229;Closed;3;3;3;incident;KM0000611;11-7-2013 11:53;12-11-2013 14:10;Other;N;479;IM0000200
SUB000508;subapplication;Web Based Application;WBS000162;SD0000230;Closed;4;4;4;incident;KM0000553;11-7-2013 15:12;1-10-2013 10:12;Software;N;518;IM0000201
SBA000782;application;Server Based Application;WBS000043;SD0000231;Closed;3;3;3;incident;KM0001763;11-7-2013 16:02;9-10-2013 15:00;Other;N;369;IM0000202
SBA000782;application;Server Based Application;WBS000043;SD0000232;Closed;3;1;2;incident;KM0001763;12-7-2013 8:12;9-10-2013 14:21;Other;N;201;IM0000204
SBA000782;application;Server Based Application;WBS000043;SD0000233;Closed;3;3;3;incident;KM0001763;12-7-2013 9:06;9-12-2013 14:47;Other;N;92;IM0000205
CBA000014;application;Client Based Application;WBS000073;SD0000234;Closed;4;4;4;incident;KM0001692;12-7-2013 11:43;10-10-2013 12:28;Software;N;233;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000235;Closed;4;4;4;incident;KM0001692;12-7-2013 12:16;10-10-2013 12:28;Software;N;268;#MULTIVALUE
WBA000082;application;Web Based Application;WBS000055;SD0000236;Closed;3;3;3;incident;KM0000401;12-7-2013 14:02;12-11-2013 14:11;No error - works as designed;N;697;IM0000206
SUB000508;subapplication;Web Based Application;WBS000162;SD0000237;Closed;4;4;4;incident;KM0000553;12-7-2013 15:00;27-11-2013 15:37;Referred;N;663;IM0000207
WBA000124;application;Web Based Application;WBS000088;SD0000238;Closed;4;4;4;incident;KM0000611;15-7-2013 8:59;12-11-2013 14:08;Other;N;274;IM0000209
CBA000014;application;Client Based Application;WBS000073;SD0000240;Closed;4;4;4;incident;KM0001692;15-7-2013 11:20;10-10-2013 12:28;Software;N;335;#MULTIVALUE
WBA000082;application;Web Based Application;WBS000055;SD0000241;Closed;4;4;4;incident;KM0000401;15-7-2013 14:19;12-11-2013 14:08;Other;N;253;IM0000213
WBA000133;application;Web Based Application;WBS000073;SD0000242;Closed;4;4;4;incident;KM0001153;15-7-2013 14:35;22-10-2013 20:06;Other;N;183;IM0000211
SBA000713;application;Server Based Application;WBS000136;SD0000243;Closed;4;4;4;incident;KM0000970;15-7-2013 14:35;6-1-2014 14:49;Software;N;245;IM0000212
CBA000014;application;Client Based Application;WBS000073;SD0000244;Closed;4;4;4;incident;KM0001692;15-7-2013 14:52;10-10-2013 12:28;Software;N;430;#MULTIVALUE
SBA000646;application;Server Based Application;WBS000314;SD0000245;Closed;3;3;3;incident;KM0001250;16-7-2013 9:34;30-10-2013 13:15;Unknown;N;1125;IM0000215
SUB000456;subapplication;Web Based Application;WBS000073;SD0000246;Closed;5;5;5;request for information;KM0000826;16-7-2013 11:50;10-10-2013 12:28;Software;N;340;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000247;Closed;4;4;4;incident;KM0001692;16-7-2013 11:19;10-10-2013 12:28;Software;N;311;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000248;Closed;4;4;4;incident;KM0001692;16-7-2013 13:26;10-10-2013 12:28;Software;N;658;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000249;Closed;4;4;4;incident;KM0001692;16-7-2013 14:06;10-10-2013 12:28;Software;N;360;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000250;Closed;4;4;4;incident;KM0001692;16-7-2013 15:38;10-10-2013 12:28;Software;N;345;IM0000220
WBA000124;application;Web Based Application;WBS000088;SD0000251;Closed;4;4;4;incident;KM0000611;16-7-2013 14:36;12-11-2013 14:11;Other;N;1727;IM0000217
CBA000014;application;Client Based Application;WBS000073;SD0000252;Closed;4;4;4;incident;KM0001692;16-7-2013 15:39;10-10-2013 12:28;Software;N;217;#MULTIVALUE
SBA000782;application;Server Based Application;WBS000043;SD0000253;Closed;4;4;4;incident;KM0001762;16-7-2013 15:41;9-12-2013 14:29;Other;N;173;IM0000218
SBA000782;application;Server Based Application;WBS000043;SD0000254;Closed;3;3;3;incident;KM0001763;16-7-2013 16:11;9-12-2013 14:27;Other;N;171;IM0000219
CBA000014;application;Client Based Application;WBS000073;SD0000255;Closed;4;4;4;incident;KM0001692;16-7-2013 16:34;10-10-2013 12:28;Software;N;201;#MULTIVALUE
WBA000124;application;Web Based Application;WBS000088;SD0000256;Closed;4;4;4;incident;KM0000611;16-7-2013 17:25;31-12-2013 12:59;Other;N;200;IM0000221
WBA000124;application;Web Based Application;WBS000088;SD0000257;Closed;4;4;4;incident;KM0000611;17-7-2013 9:10;11-11-2013 12:45;Other;N;760;IM0000222
SUB000545;subapplication;Web Based Application;WBS000073;SD0000258;Closed;5;5;5;incident;KM0000795;17-7-2013 10:05;1-10-2013 15:20;Other;N;485;IM0000224
SSW000280;software;System Software;WBS000102;SD0000259;Closed;3;3;3;incident;KM0000162;17-7-2013 11:56;22-10-2013 8:16;Unknown;N;220;IM0000226
WBA000124;application;Web Based Application;WBS000088;SD0000260;Closed;4;4;4;incident;KM0000611;17-7-2013 13:23;5-3-2014 12:04;Software;N;2345;IM0000225
WBA000124;application;Web Based Application;WBS000088;SD0000261;Closed;4;4;4;incident;KM0000611;17-7-2013 14:48;29-1-2014 13:30;No error - works as designed;N;215;IM0000227
CBA000014;application;Client Based Application;WBS000073;SD0000262;Closed;4;4;4;incident;KM0001692;18-7-2013 8:14;10-10-2013 12:28;Software;N;378;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000263;Closed;4;4;4;incident;KM0001692;18-7-2013 12:50;10-10-2013 12:28;Software;N;327;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000264;Closed;4;4;4;incident;KM0001692;18-7-2013 13:51;10-10-2013 12:28;Software;N;280;#MULTIVALUE
SBA000464;application;Server Based Application;WBS000073;SD0000265;Closed;4;4;4;request for information;KM0001369;19-7-2013 13:24;15-10-2013 14:08;Operator error;N;637;IM0000181
CBA000014;application;Client Based Application;WBS000073;SD0000266;Closed;4;4;4;incident;KM0001692;19-7-2013 12:21;10-10-2013 12:28;Software;N;397;#MULTIVALUE
DTA000414;application;Desktop Application;WBS000135;SD0000267;Closed;5;5;5;request for information;KM0000872;22-7-2013 9:38;17-10-2013 8:42;Software;N;390;IM0000229
WBA000082;application;Web Based Application;WBS000055;SD0000268;Closed;4;4;4;incident;KM0000401;22-7-2013 14:12;12-11-2013 14:42;Other;N;379;IM0000230
SUB000508;subapplication;Web Based Application;WBS000162;SD0000269;Closed;4;4;4;incident;KM0000553;23-7-2013 9:45;10-1-2014 8:36;Other;N;84;IM0000231
WBA000124;application;Web Based Application;WBS000088;SD0000270;Closed;4;4;4;incident;KM0000611;23-7-2013 10:08;12-11-2013 14:24;Other;N;390;IM0000232
SBA000464;application;Server Based Application;WBS000073;SD0000271;Closed;4;4;4;incident;KM0001369;23-7-2013 11:05;20-12-2013 11:28;Data;N;842;IM0000233
SBA000782;application;Server Based Application;WBS000043;SD0000272;Closed;3;3;3;incident;KM0001763;23-7-2013 11:46;9-12-2013 14:26;Other;N;154;IM0000234
WBA000124;application;Web Based Application;WBS000088;SD0000273;Closed;4;4;4;incident;KM0000611;23-7-2013 13:47;12-11-2013 14:06;Other;N;483;IM0000235
CBA000014;application;Client Based Application;WBS000073;SD0000274;Closed;4;4;4;incident;KM0001692;23-7-2013 14:34;10-10-2013 12:28;Software;N;285;IM0000220
CBA000014;application;Client Based Application;WBS000073;SD0000275;Closed;4;4;4;incident;KM0001692;23-7-2013 14:39;10-10-2013 12:28;Software;N;1491;IM0000220
SBA000462;application;Server Based Application;WBS000073;SD0000276;Closed;4;4;4;incident;KM0001865;23-7-2013 13:53;18-12-2013 9:19;Software;N;1246;IM0000138
CBA000014;application;Client Based Application;WBS000073;SD0000277;Closed;4;4;4;incident;KM0001692;24-7-2013 9:48;10-10-2013 12:28;Software;N;226;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000278;Closed;4;4;4;incident;KM0001692;24-7-2013 10:15;10-10-2013 12:28;Software;N;176;#MULTIVALUE
WBA000124;application;Web Based Application;WBS000088;SD0000279;Closed;3;3;3;incident;KM0000611;24-7-2013 11:58;1-10-2013 16:28;Unknown;N;347;IM0000236
CBA000014;application;Client Based Application;WBS000073;SD0000280;Closed;4;4;4;incident;KM0001692;24-7-2013 13:20;10-10-2013 12:28;Software;N;139;#MULTIVALUE
SBA000462;application;Server Based Application;WBS000073;SD0000281;Closed;4;4;4;incident;KM0001363;24-7-2013 14:32;20-11-2013 13:56;Other;N;402;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000282;Closed;4;4;4;incident;KM0001692;24-7-2013 16:04;10-10-2013 12:28;Software;N;445;#MULTIVALUE
CBA000014;application;Client Based Application;WBS000073;SD0000283;Closed;4;4;4;incident;KM0001692;24-7-2013 16:21;10-10-2013 12:28;Software;N;144;#MULTIVALUE
WBA000133;application;Web Based Application;WBS000073;SD0000284;Closed;4;4;4;incident;KM0001259;25-7-2013 9:00;15-10-2013 13:53;Unknown;N;861;IM0000228
WBA000124;application;Web Based Application;WBS000088;SD0000285;Closed;5;5;5;incident;KM0000611;25-7-2013 11:31;1-10-2013 16:42;Software;N;1282;IM0000238
WBA000124;application;Web Based Application;WBS000088;SD0000286;Closed;4;4;4;incident;KM0000611;25-7-2013 14:52;12-11-2013 14:08;Other;N;1625;IM0000239
WBA000124;application;Web Based Application;WBS000088;SD0000287;Closed;4;4;4;incident;KM0000611;26-7-2013 9:50;12-11-2013 14:08;Other;N;114;IM0000240
CBA000014;application;Client Based Application;WBS000073;SD0000288;Closed;4;4;4;incident;KM0001692;26-7-2013 15:34;10-10-2013 12:28;Software;N;210;IM0000220
WBA000124;application;Web Based Application;WBS000088;SD0000289;Closed;4;4;4;incident;KM0000611;26-7-2013 13:03;12-11-2013 14:08;No error - works as designed;N;904;IM0000241
SBA000462;application;Server Based Application;WBS000073;SD0000290;Closed;4;4;4;incident;KM0001363;29-7-2013 9:11;20-11-2013 13:57;Other;N;613;#MULTIVALUE
WBA000082;application;Web Based Application;WBS000055;SD0000291;Closed;4;4;4;incident;KM0000401;29-7-2013 9:39;31-12-2013 13:06;Unknown;N;1120;IM0000242
CBA000014;application;Client Based Application;WBS000073;SD0000292;Closed;4;4;4;incident;KM0001692;29-7-2013 10:05;10-10-2013 12:28;Software;N;826;IM0000220
WBA000124;application;Web Based Application;WBS000088;SD0000293;Closed;4;4;4;incident;KM0000611;29-7-2013 11:02;12-11-2013 14:20;No error - works as designed;N;691;IM0000247
WBA000124;application;Web Based Application;WBS000088;SD0000294;Closed;4;4;4;incident;KM0000611;29-7-2013 12:41;28-11-2013 14:06;Other;N;727;IM0000246
CBA000014;application;Client Based Application;WBS000073;SD0000295;Closed;4;4;4;incident;KM0001692;29-7-2013 17:03;10-10-2013 12:28;Software;N;344;#MULTIVALUE
