Incident ID;DateStamp;IncidentActivity_Number;IncidentActivity_Type;Assignment Group;KM number;Interaction ID
IM0000038;12-08-2013 12:02:43;001A5217348;Operator Update;TEAM0003;KM0000579;SD0000063
IM0000038;09-07-2013 06:14:22;001A4990862;Pending vendor;TEAM0003;KM0000579;SD0000063
IM0000038;15-01-2013 14:36:33;001A3764820;Open;TEAM9999;KM0000579;SD0000063
IM0000038;15-01-2013 16:17:52;001A3767213;Communication with customer;TEAM0003;KM0000579;SD0000063
IM0000038;13-03-2013 07:09:42;001A4183842;Communication with customer;TEAM0003;KM0000579;SD0000063
IM0000038;17-06-2013 12:42:19;001A4821136;Communication with vendor;TEAM0003;KM0000579;SD0000063
IM0000038;07-10-2013 15:31:24;001A5636281;Update;TEAM0003;KM0000579;SD0000063
IM0000038;16-10-2013 11:59:52;001A5702958;Update;TEAM0009;KM0000579;SD0000063
IM0000038;07-05-2013 10:20:26;001A4560043;Update;TEAM0003;KM0000579;SD0000063
IM0000038;18-06-2013 09:57:26;001A4827995;Communication with vendor;TEAM0003;KM0000579;SD0000063
IM0000038;08-10-2013 08:46:19;001A5637883;Status Change;TEAM0003;KM0000579;SD0000063
IM0000038;08-10-2013 08:46:19;001A5637884;Operator Update;TEAM0003;KM0000579;SD0000063
IM0000038;08-10-2013 08:46:19;001A5637881;Reassignment;TEAM0003;KM0000579;SD0000063
IM0000038;08-10-2013 08:46:19;001A5637882;Assignment;TEAM0003;KM0000579;SD0000063
IM0000038;15-01-2013 16:45:47;001A3767271;Status Change;TEAM0003;KM0000579;SD0000063
IM0000038;15-01-2013 15:06:12;001A3767760;Assignment;TEAM0003;KM0000579;SD0000063
IM0000038;29-01-2013 08:36:42;001A3859974;Reassignment;TEAM0003;KM0000579;SD0000063
IM0000038;17-06-2013 12:42:19;001A4821135;Status Change;TEAM0003;KM0000579;SD0000063
IM0000038;07-02-2013 13:19:05;001A3934645;Update;TEAM0003;KM0000579;SD0000063
IM0000038;02-04-2013 13:12:37;001A4318247;Operator Update;TEAM0003;KM0000579;SD0000063
IM0000038;15-01-2013 16:03:24;001A3767176;Operator Update;TEAM0003;KM0000579;SD0000063
IM0000038;04-02-2013 09:15:06;001A3902263;Update;TEAM0003;KM0000579;SD0000063
IM0000038;08-07-2013 13:16:17;001A4990301;Pending vendor;TEAM0003;KM0000579;SD0000063
IM0000041;01-03-2013 14:10:53;001A4109041;Update from customer;TEAM0002;KM0000611;SD0000065
IM0000041;23-01-2013 10:39:35;001A3823198;Status Change;TEAM0003;KM0000611;SD0000065
IM0000041;23-01-2013 10:39:35;001A3823197;Assignment;TEAM0003;KM0000611;SD0000065
IM0000041;23-01-2013 08:51:58;001A3817128;Assignment;TEAM0003;KM0000611;SD0000065
IM0000041;23-01-2013 10:39:35;001A3823196;Reassignment;TEAM0003;KM0000611;SD0000065
IM0000041;23-01-2013 10:39:35;001A3823199;Update;TEAM0003;KM0000611;SD0000065
IM0000041;22-01-2013 15:38:22;001A3815742;Open;TEAM0002;KM0000611;SD0000065
IM0000041;23-01-2013 07:08:48;001A3816834;Assignment;TEAM0003;KM0000611;SD0000065
IM0000041;08-11-2013 14:42:25;001A5891961;Assignment;TEAM0002;KM0000611;SD0000065
IM0000041;08-11-2013 14:42:25;001A5891962;Update from customer;TEAM0002;KM0000611;SD0000065
IM0000041;08-11-2013 14:42:25;001A5891960;Reassignment;TEAM0002;KM0000611;SD0000065
IM0000041;08-11-2013 14:55:30;001A5889922;Caused By CI;TEAM0003;KM0000611;SD0000065
IM0000041;08-11-2013 14:55:30;001A5889921;Closed;TEAM0003;KM0000611;SD0000065
IM0000041;23-01-2013 11:49:14;001A3823944;Update from customer;TEAM0002;KM0000611;SD0000065
IM0000042;27-02-2013 11:51:30;001A4086275;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;23-01-2013 13:39:34;001A3826130;Open;TEAM0002;KM0000611;SD0000068
IM0000042;25-03-2013 11:38:18;001A4270091;Update from customer;TEAM0002;KM0000611;SD0000068
IM0000042;19-02-2013 06:17:53;001A4021573;Operator Update;TEAM0003;KM0000611;SD0000068
IM0000042;23-01-2013 16:16:17;001A3825790;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;04-03-2013 13:00:43;001A4120864;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;12-03-2013 13:54:23;001A4178565;Operator Update;TEAM0007;KM0000611;SD0000068
IM0000042;07-02-2013 17:00:06;001A3936902;Communication with customer;TEAM0003;KM0000611;SD0000068
IM0000042;14-02-2013 14:58:05;001A3986148;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;18-02-2013 14:53:55;001A4018050;Reassignment;TEAM9999;KM0000611;SD0000068
IM0000042;19-02-2013 06:17:53;001A4021572;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;05-03-2013 11:29:46;001A4130208;Reassignment;TEAM9999;KM0000611;SD0000068
IM0000042;13-03-2013 12:34:26;001A4189350;Update from customer;TEAM9999;KM0000611;SD0000068
IM0000042;19-02-2013 09:03:07;001A4024608;Update from customer;TEAM0002;KM0000611;SD0000068
IM0000042;28-02-2013 08:58:25;001A4094155;Operator Update;TEAM0003;KM0000611;SD0000068
IM0000042;12-03-2013 13:54:23;001A4178563;Reassignment;TEAM0007;KM0000611;SD0000068
IM0000042;18-02-2013 14:53:55;001A4018051;Assignment;TEAM9999;KM0000611;SD0000068
IM0000042;19-02-2013 09:03:07;001A4024606;Reassignment;TEAM0002;KM0000611;SD0000068
IM0000042;23-01-2013 16:15:44;001A3825787;Status Change;TEAM0003;KM0000611;SD0000068
IM0000042;05-03-2013 12:03:32;001A4128160;Operator Update;TEAM0010;KM0000611;SD0000068
IM0000042;18-02-2013 14:53:56;001A4018052;Update from customer;TEAM9999;KM0000611;SD0000068
IM0000042;25-03-2013 11:38:18;001A4270090;Assignment;TEAM0002;KM0000611;SD0000068
IM0000042;11-02-2013 15:42:43;001A3958698;Communication with customer;TEAM0003;KM0000611;SD0000068
IM0000042;19-02-2013 09:03:07;001A4024607;Assignment;TEAM0002;KM0000611;SD0000068
IM0000042;05-03-2013 11:29:46;001A4130210;Operator Update;TEAM9999;KM0000611;SD0000068
IM0000042;04-03-2013 13:00:43;001A4120865;Operator Update;TEAM0003;KM0000611;SD0000068
IM0000042;19-02-2013 09:53:03;001A4022866;Update from customer;TEAM0002;KM0000611;SD0000068
IM0000042;19-02-2013 09:47:27;001A4022846;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;19-02-2013 07:20:24;001A4022428;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;19-02-2013 07:20:24;001A4022429;Update;TEAM0003;KM0000611;SD0000068
IM0000042;19-02-2013 07:20:24;001A4022427;Reassignment;TEAM0003;KM0000611;SD0000068
IM0000042;27-02-2013 11:14:13;001A4086206;Assignment;TEAM0002;KM0000611;SD0000068
IM0000042;28-01-2013 15:53:33;001A3856152;Communication with customer;TEAM0003;KM0000611;SD0000068
IM0000042;14-02-2013 14:58:05;001A3986149;Communication with customer;TEAM0003;KM0000611;SD0000068
IM0000042;24-01-2013 10:24:10;001A3831216;Analysis/Research;TEAM0003;KM0000611;SD0000068
IM0000042;19-02-2013 09:47:27;001A4022845;Reassignment;TEAM0003;KM0000611;SD0000068
IM0000042;24-01-2013 10:24:10;001A3831215;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;05-03-2013 12:03:32;001A4128159;Assignment;TEAM0010;KM0000611;SD0000068
IM0000042;27-02-2013 11:14:13;001A4086207;Update from customer;TEAM0002;KM0000611;SD0000068
IM0000042;05-03-2013 11:29:46;001A4130209;Status Change;TEAM9999;KM0000611;SD0000068
IM0000042;28-02-2013 08:58:25;001A4094154;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;05-03-2013 15:43:35;001A4131401;Assignment;TEAM0007;KM0000611;SD0000068
IM0000042;27-02-2013 12:33:45;001A4086346;Assignment;TEAM0003;KM0000611;SD0000068
IM0000042;04-03-2013 13:00:43;001A4120863;Reassignment;TEAM0003;KM0000611;SD0000068
IM0000042;05-03-2013 07:31:24;001A4124939;Reassignment;TEAM0010;KM0000611;SD0000068
IM0000042;08-11-2013 15:11:43;001A5892013;Update from customer;TEAM0002;KM0000611;SD0000068
IM0000042;08-11-2013 15:11:43;001A5892011;Reassignment;TEAM0002;KM0000611;SD0000068
IM0000042;08-11-2013 15:11:43;001A5892012;Assignment;TEAM0002;KM0000611;SD0000068
IM0000042;29-04-2013 12:57:03;001A4514980;Update;TEAM9999;KM0000611;SD0000068
IM0000042;27-02-2013 12:33:45;001A4086347;Communication with customer;TEAM0003;KM0000611;SD0000068
IM0000042;12-03-2013 13:54:23;001A4178564;Assignment;TEAM0007;KM0000611;SD0000068
IM0000042;08-11-2013 15:22:20;001A5889989;Caused By CI;TEAM0003;KM0000611;SD0000068
IM0000042;08-11-2013 15:22:20;001A5889988;Closed;TEAM0003;KM0000611;SD0000068
IM0000042;05-03-2013 12:03:32;001A4128158;Reassignment;TEAM0010;KM0000611;SD0000068
IM0000042;05-03-2013 11:55:34;001A4128133;Assignment;TEAM0010;KM0000611;SD0000068
IM0000042;14-02-2013 15:23:24;001A3984092;Update from customer;TEAM0002;KM0000611;SD0000068
IM0000042;27-02-2013 11:14:13;001A4086205;Reassignment;TEAM0002;KM0000611;SD0000068
IM0000042;14-02-2013 14:58:05;001A3986147;Reassignment;TEAM0003;KM0000611;SD0000068
IM0000042;05-03-2013 07:31:24;001A4124940;Operator Update;TEAM0010;KM0000611;SD0000068
IM0000045;14-02-2013 15:04:39;001A3983343;Assignment;TEAM0005;KM0000928;SD0000072
IM0000045;30-01-2013 15:37:14;001A3876846;Open;TEAM9999;KM0000928;SD0000072
IM0000045;04-02-2013 07:55:19;001A3899492;Assignment;TEAM0003;KM0000928;SD0000072
IM0000045;07-02-2013 15:20:50;001A3938079;Update;TEAM0005;KM0000928;SD0000072
IM0000045;10-04-2013 12:23:02;001A4380730;Update;TEAM0005;KM0000928;SD0000072
IM0000045;31-01-2013 12:14:08;001A3882461;Assignment;TEAM0005;KM0000928;SD0000072
IM0000045;04-06-2013 12:15:08;001A4733053;Assignment;TEAM0011;KM0000928;SD0000072
IM0000045;14-02-2013 15:04:39;001A3983342;Reassignment;TEAM0005;KM0000928;SD0000072
IM0000045;31-01-2013 06:48:21;001A3875658;Assignment;TEAM0003;KM0000928;SD0000072
IM0000045;10-04-2013 12:23:02;001A4380729;Assignment;TEAM0005;KM0000928;SD0000072
IM0000045;09-10-2013 13:20:25;001A5652796;Reassignment;TEAM0012;KM0000928;SD0000072
IM0000045;09-10-2013 13:20:25;001A5652797;Assignment;TEAM0012;KM0000928;SD0000072
IM0000045;09-10-2013 13:20:25;001A5652798;Operator Update;TEAM0012;KM0000928;SD0000072
IM0000045;19-03-2013 15:05:25;001A4234494;Assignment;TEAM0011;KM0000928;SD0000072
IM0000045;05-04-2013 12:08:01;001A4344908;Assignment;TEAM0012;KM0000928;SD0000072
IM0000045;23-10-2013 09:12:52;001A5760301;Update;TEAM0011;KM0000928;SD0000072
IM0000045;31-01-2013 06:48:21;001A3875657;Reassignment;TEAM0003;KM0000928;SD0000072
IM0000045;04-02-2013 08:31:59;001A3904488;Assignment;TEAM0012;KM0000928;SD0000072
IM0000045;12-07-2013 11:41:24;001A5025642;Update;TEAM9999;KM0000928;SD0000072
IM0000045;31-01-2013 12:14:08;001A3882460;Reassignment;TEAM0005;KM0000928;SD0000072
IM0000045;07-02-2013 15:20:49;001A3938077;Reassignment;TEAM0005;KM0000928;SD0000072
IM0000045;31-01-2013 13:49:56;001A3884649;Operator Update;TEAM0003;KM0000928;SD0000072
IM0000045;04-02-2013 07:52:20;001A3899467;Update from customer;TEAM0003;KM0000928;SD0000072
IM0000045;19-03-2013 15:32:14;001A4234534;Analysis/Research;TEAM0011;KM0000928;SD0000072
IM0000045;07-02-2013 15:20:50;001A3938078;Assignment;TEAM0005;KM0000928;SD0000072
IM0000045;31-01-2013 06:48:51;001A3875660;Status Change;TEAM0003;KM0000928;SD0000072
IM0000045;04-02-2013 07:55:19;001A3899491;Reassignment;TEAM0003;KM0000928;SD0000072
IM0000045;31-01-2013 12:14:08;001A3882462;Update;TEAM0005;KM0000928;SD0000072
IM0000045;30-01-2013 16:11:47;001A3875520;Status Change;TEAM0003;KM0000928;SD0000072
IM0000045;31-01-2013 06:48:21;001A3875659;Operator Update;TEAM0003;KM0000928;SD0000072
IM0000045;30-01-2013 16:11:34;001A3875519;Assignment;TEAM0003;KM0000928;SD0000072
IM0000045;27-08-2013 08:43:13;001A5327771;Status Change;TEAM0011;KM0000928;SD0000072
IM0000045;31-01-2013 13:00:15;001A3881954;Assignment;TEAM0003;KM0000928;SD0000072
IM0000046;01-02-2013 12:43:21;001A3891951;Operator Update;TEAM0003;KM0000931;SD0000073
IM0000046;05-02-2013 10:32:36;001A3912977;Operator Update;TEAM9999;KM0000931;SD0000073
IM0000046;01-02-2013 12:48:42;001A3894096;Assignment;TEAM0003;KM0000931;SD0000073
IM0000046;01-02-2013 12:48:42;001A3894097;Status Change;TEAM0003;KM0000931;SD0000073
IM0000046;21-10-2013 11:16:09;001A5729061;Operator Update;TEAM0003;KM0000931;SD0000073
IM0000046;05-02-2013 08:22:56;001A3912543;Operator Update;TEAM9999;KM0000931;SD0000073
IM0000046;09-10-2013 13:21:27;001A5652807;Reassignment;TEAM0012;KM0000931;SD0000073
IM0000046;09-10-2013 13:21:27;001A5652808;Assignment;TEAM0012;KM0000931;SD0000073
IM0000046;09-10-2013 13:21:27;001A5652809;Operator Update;TEAM0012;KM0000931;SD0000073
IM0000046;01-02-2013 12:48:42;001A3894095;Reassignment;TEAM0003;KM0000931;SD0000073
IM0000046;01-02-2013 08:06:56;001A3886741;Assignment;TEAM0003;KM0000931;SD0000073
IM0000046;01-02-2013 08:06:56;001A3886742;Status Change;TEAM0003;KM0000931;SD0000073
IM0000046;01-02-2013 09:46:33;001A3890503;Status Change;TEAM0003;KM0000931;SD0000073
IM0000046;12-07-2013 12:00:59;001A5025695;Update;TEAM9999;KM0000931;SD0000073
IM0000046;31-01-2013 16:27:22;001A3886316;Open;TEAM0008;KM0000931;SD0000073
IM0000047;04-02-2013 13:47:21;001A3908626;Operator Update;TEAM0003;KM0000401;SD0000074
IM0000047;04-02-2013 14:21:48;001A3908705;Assignment;TEAM0003;KM0000401;SD0000074
IM0000047;04-02-2013 15:06:56;001A3908866;Update from customer;TEAM0002;KM0000401;SD0000074
IM0000047;04-02-2013 13:42:43;001A3906501;Status Change;TEAM0003;KM0000401;SD0000074
IM0000047;04-02-2013 13:38:29;001A3907812;Open;TEAM9999;KM0000401;SD0000074
IM0000047;04-02-2013 14:21:48;001A3908706;Operator Update;TEAM0003;KM0000401;SD0000074
IM0000047;12-11-2013 11:46:11;001A5909170;Assignment;TEAM0003;KM0000401;SD0000074
IM0000047;12-11-2013 11:46:11;001A5909169;Reassignment;TEAM0003;KM0000401;SD0000074
IM0000047;12-11-2013 11:46:11;001A5909171;Operator Update;TEAM0003;KM0000401;SD0000074
IM0000047;29-04-2013 12:17:07;001A4511603;Update from customer;TEAM9999;KM0000401;SD0000074
IM0000047;12-11-2013 12:38:51;001A5912512;Update;TEAM0002;KM0000401;SD0000074
IM0000047;04-02-2013 13:42:43;001A3906500;Assignment;TEAM0003;KM0000401;SD0000074
IM0000047;04-02-2013 13:42:43;001A3906502;Operator Update;TEAM0003;KM0000401;SD0000074
IM0000047;08-11-2013 15:18:55;001A5892030;Assignment;TEAM0002;KM0000401;SD0000074
IM0000047;08-11-2013 15:18:55;001A5892029;Reassignment;TEAM0002;KM0000401;SD0000074
IM0000047;08-11-2013 15:24:11;001A5889998;Operator Update;TEAM0003;KM0000401;SD0000074
IM0000047;08-11-2013 15:24:11;001A5889997;Assignment;TEAM0003;KM0000401;SD0000074
IM0000047;13-02-2013 11:14:33;001A3972819;Update from customer;TEAM0002;KM0000401;SD0000074
IM0000047;04-02-2013 14:21:48;001A3908704;Reassignment;TEAM0003;KM0000401;SD0000074
IM0000047;18-09-2013 14:35:45;001A5489304;Update from customer;TEAM0002;KM0000401;SD0000074
IM0000048;06-02-2013 13:10:52;001A3926349;Status Change;TEAM9999;KM0000524;#N/B
IM0000048;06-02-2013 13:10:52;001A3926348;Assignment;TEAM9999;KM0000524;#N/B
IM0000048;06-02-2013 15:15:03;001A3926671;Operator Update;TEAM9999;KM0000524;#N/B
IM0000048;17-10-2013 13:54:33;001A5709262;Update;TEAM0013;KM0000524;#N/B
IM0000048;17-10-2013 12:22:44;001A5709036;Update;TEAM0013;KM0000524;#N/B
IM0000048;17-10-2013 12:22:44;001A5709035;Reopen;TEAM0013;KM0000524;#N/B
IM0000048;17-10-2013 12:22:44;001A5709034;Assignment;TEAM0013;KM0000524;#N/B
IM0000048;06-02-2013 13:10:52;001A3926351;External Vendor Assignment;TEAM9999;KM0000524;#N/B
IM0000048;06-02-2013 15:22:49;001A3926691;Operator Update;TEAM9999;KM0000524;#N/B
IM0000048;06-02-2013 13:10:52;001A3926350;Operator Update;TEAM9999;KM0000524;#N/B
IM0000048;17-10-2013 14:00:31;001A5711681;Closed;TEAM0013;KM0000524;#N/B
IM0000048;06-02-2013 15:23:11;001A3926697;Caused By CI;TEAM9999;KM0000524;#N/B
IM0000048;06-02-2013 13:07:45;001A3926336;Open;TEAM9999;KM0000524;#N/B
IM0000048;06-02-2013 13:10:52;001A3926352;Vendor Reference;TEAM9999;KM0000524;#N/B
IM0000048;06-02-2013 15:23:11;001A3926696;Closed;TEAM9999;KM0000524;#N/B
IM0000049;15-05-2013 11:22:01;001A4615943;Update;TEAM0014;KM0000592;SD0000076
IM0000049;05-07-2013 10:48:14;001A4971135;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;14-05-2013 12:25:23;001A4606285;Assignment;TEAM0016;KM0000592;SD0000076
IM0000049;05-07-2013 07:12:19;001A4966584;Assignment;TEAM0017;KM0000592;SD0000076
IM0000049;08-02-2013 09:47:59;001A3941343;Reassignment;TEAM0017;KM0000592;SD0000076
IM0000049;16-09-2013 13:54:32;001A5471463;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;14-05-2013 11:29:34;001A4604970;Reassignment;TEAM0014;KM0000592;SD0000076
IM0000049;08-02-2013 09:52:43;001A3941365;Description Update;TEAM0017;KM0000592;SD0000076
IM0000049;18-02-2013 12:02:42;001A4016110;Update;TEAM0015;KM0000592;SD0000076
IM0000049;27-05-2013 08:48:47;001A4672375;Reassignment;TEAM0014;KM0000592;SD0000076
IM0000049;05-07-2013 13:36:47;001A4974329;Status Change;TEAM0015;KM0000592;SD0000076
IM0000049;27-05-2013 10:01:22;001A4676384;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;19-03-2013 17:52:17;001A4237307;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;05-07-2013 07:12:19;001A4966583;Reassignment;TEAM0017;KM0000592;SD0000076
IM0000049;09-04-2013 08:52:24;001A4366883;Update;TEAM0017;KM0000592;SD0000076
IM0000049;14-05-2013 08:30:15;001A4603222;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;15-05-2013 11:28:36;001A4615671;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;15-05-2013 11:22:01;001A4615941;Reassignment;TEAM0014;KM0000592;SD0000076
IM0000049;03-10-2013 08:53:30;001A5611900;Update;TEAM0015;KM0000592;SD0000076
IM0000049;19-08-2013 13:03:50;001A5252886;Update;TEAM0017;KM0000592;SD0000076
IM0000049;15-05-2013 07:35:44;001A4613676;Reassignment;TEAM0016;KM0000592;SD0000076
IM0000049;19-03-2013 11:12:28;001A4232178;Update;TEAM0017;KM0000592;SD0000076
IM0000049;03-07-2013 13:39:25;001A4953186;Update;TEAM0015;KM0000592;SD0000076
IM0000049;04-09-2013 10:08:33;001A5373329;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;22-05-2013 09:01:20;001A4650305;Reassignment;TEAM0015;KM0000592;SD0000076
IM0000049;12-04-2013 07:38:45;001A4395773;Update;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 13:14:21;001A5709572;Status Change;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 08:41:53;001A5707109;Update;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 08:41:53;001A5707108;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 14:11:09;001A5709760;Reassignment;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 13:14:21;001A5709573;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 14:11:09;001A5709761;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 13:14:21;001A5709571;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 14:11:09;001A5709762;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;03-07-2013 13:39:25;001A4953185;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;15-05-2013 07:35:44;001A4613677;Assignment;TEAM0016;KM0000592;SD0000076
IM0000049;11-10-2013 11:42:53;001A5667325;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;27-05-2013 08:48:47;001A4672377;Update;TEAM0014;KM0000592;SD0000076
IM0000049;21-05-2013 11:15:36;001A4643311;Update;TEAM0014;KM0000592;SD0000076
IM0000049;22-05-2013 09:01:20;001A4650307;Update;TEAM0015;KM0000592;SD0000076
IM0000049;04-07-2013 12:23:19;001A4963791;Assignment;TEAM0014;KM0000592;SD0000076
IM0000049;08-02-2013 09:49:41;001A3941354;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;14-05-2013 08:30:15;001A4603220;Reassignment;TEAM0015;KM0000592;SD0000076
IM0000049;05-07-2013 07:12:19;001A4966585;Update;TEAM0017;KM0000592;SD0000076
IM0000049;03-07-2013 13:39:24;001A4953184;Reassignment;TEAM0015;KM0000592;SD0000076
IM0000049;05-08-2013 11:33:04;001A5176327;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;05-08-2013 10:17:37;001A5176195;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;17-10-2013 14:16:51;001A5711150;Reassignment;TEAM0014;KM0000592;SD0000076
IM0000049;17-10-2013 14:16:51;001A5711151;Update;TEAM0014;KM0000592;SD0000076
IM0000049;17-10-2013 14:22:27;001A5711162;Assignment;TEAM0016;KM0000592;SD0000076
IM0000049;17-10-2013 15:40:25;001A5711970;Closed;TEAM0016;KM0000592;SD0000076
IM0000049;17-10-2013 15:40:26;001A5711971;Caused By CI;TEAM0016;KM0000592;SD0000076
IM0000049;15-05-2013 10:53:00;001A4615498;Assignment;TEAM0014;KM0000592;SD0000076
IM0000049;22-05-2013 09:01:20;001A4650306;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;15-05-2013 11:22:01;001A4615942;Assignment;TEAM0014;KM0000592;SD0000076
IM0000049;14-05-2013 11:29:34;001A4604971;Update;TEAM0014;KM0000592;SD0000076
IM0000049;27-05-2013 11:40:46;001A4677586;Operator Update;TEAM0015;KM0000592;SD0000076
IM0000049;08-02-2013 09:47:30;001A3941340;Open;TEAM0017;KM0000592;SD0000076
IM0000049;15-05-2013 07:35:44;001A4613678;Operator Update;TEAM0016;KM0000592;SD0000076
IM0000049;14-05-2013 08:30:15;001A4603221;Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;08-02-2013 12:58:54;001A3943436;Status Change;TEAM0015;KM0000592;SD0000076
IM0000049;26-04-2013 15:39:37;001A4499627;Update;TEAM0015;KM0000592;SD0000076
IM0000049;22-05-2013 11:58:53;001A4651980;Assignment;TEAM0014;KM0000592;SD0000076
IM0000049;05-07-2013 13:36:47;001A4974330;External Vendor Assignment;TEAM0015;KM0000592;SD0000076
IM0000049;27-05-2013 08:48:47;001A4672376;Assignment;TEAM0014;KM0000592;SD0000076
IM0000053;18-02-2013 10:59:55;001A4017368;Open;TEAM0018;KM0001104;#N/B
IM0000053;18-02-2013 11:02:06;001A4017376;Update;TEAM0018;KM0001104;#N/B
IM0000053;21-02-2013 07:12:50;001A4039172;Caused By CI;TEAM0018;KM0001104;#N/B
IM0000053;04-12-2013 13:58:23;001A6099621;Reopen;TEAM0019;KM0001104;#N/B
IM0000053;04-12-2013 14:00:10;001A6099625;Closed;TEAM0019;KM0001104;#N/B
IM0000053;04-12-2013 13:58:23;001A6099620;Reassignment;TEAM0019;KM0001104;#N/B
IM0000053;21-02-2013 07:12:50;001A4039171;Closed;TEAM0018;KM0001104;#N/B
IM0000053;18-02-2013 11:02:06;001A4017375;Status Change;TEAM0018;KM0001104;#N/B
IM0000055;22-05-2013 14:47:58;001A4653620;Reassignment;TEAM0005;KM0000611;SD0000081
IM0000055;05-04-2013 12:08:56;001A4344913;Assignment;TEAM0012;KM0000611;SD0000081
